,FSC-H,FSC-A,SSC-H,SSC-A,FITC-H,FITC-A,VSSC-H,VSSC-A,PE-H,PE-A,ECD-H,ECD-A,FSC-Width,Time
1004,10.803177,10.301515,10.0851,9.96564,5.502482,3.2771447,10.811575,10.698573,6.171283,4.4485164,6.5047374,5.1767144,6.429819,9.357898
1011,10.97328,10.550507,10.385929,10.354123,5.7890425,5.655292,11.084575,11.03402,5.725218,3.9796817,6.42276,4.801559,6.5088196,9.362031
1012,10.703177,10.212596,9.714069,9.576261,6.0117574,5.04278,10.213319,10.094897,6.2414446,4.2696977,6.105016,5.3715677,6.4408875,9.362288
1015,10.70397,10.599099,9.920296,10.03825,5.776413,4.41522,10.413282,10.336526,6.285998,5.7726865,6.2985816,5.3288465,6.82668,9.363148
1035,10.275296,9.905315,9.91089,9.804506,6.3205886,4.6940966,10.5135765,10.391782,5.619676,4.075841,6.330077,5.142248,6.561732,9.382443
1047,10.45145,10.086775,10.103547,10.001167,5.5416555,2.9338567,10.66097,10.569603,5.8593607,4.670958,6.1312265,4.769837,6.56684,9.391328
1048,10.641018,10.37659,10.101293,10.052424,6.0198092,3.50255,10.600602,10.515278,5.98444,0.91629076,5.695078,3.9278963,6.667209,9.391578
1049,9.998548,9.19687,9.070044,8.914492,5.8933005,4.443827,9.178994,8.993837,6.022963,5.5012584,5.7061133,4.2312036,6.129837,9.392245
1051,10.168437,10.173789,10.056968,9.966801,5.1029105,3.8437443,10.534387,10.46115,5.953503,3.9531648,5.7137327,1.7578579,6.936924,9.392745
1061,10.366523,9.9285555,9.875973,9.838016,5.718343,4.5591264,10.680489,10.599929,5.6774387,3.9759364,6.301886,4.6081657,6.4935513,9.39823
1062,11.395703,11.013148,10.0671015,10.093467,5.824229,4.3121405,10.609005,10.520388,6.189085,5.2001534,5.9653773,4.2696977,6.5489383,9.398396
1064,10.321615,9.698749,8.888716,8.862497,5.349486,4.4750614,10.217393,10.096696,5.6123977,4.5819016,6.2871146,5.1480756,6.308769,9.401043
1065,10.313599,9.908475,10.026316,9.987681,5.4557486,4.213608,10.786526,10.722889,6.297109,3.824284,6.160363,5.4722705,6.5264463,9.401374
1073,10.630599,9.908659,9.3138895,9.039682,5.517854,3.983413,9.930991,9.696242,6.305362,5.382199,6.048081,5.513832,6.20964,9.405496
1075,9.054341,6.1913395,8.625707,8.540636,5.6712594,4.7379513,9.311632,8.98295,6.1459007,4.8441873,5.6304946,4.803201,4.068891,9.407304
1076,10.579486,10.485935,9.891592,10.315349,6.2089925,4.808111,10.557546,10.830018,6.1806374,4.361824,5.979139,3.2771447,6.8380995,9.407797
1077,10.509299,10.0297985,9.948963,9.844193,5.7754827,4.464758,10.6803255,10.5286665,6.1143456,2.2192035,5.888324,3.50255,6.4521475,9.409109
1088,10.135329,10.013865,9.667335,9.646257,5.1197886,0.8754688,10.334097,10.223097,6.222378,4.130355,5.9129624,4.882044,6.8101034,9.416378
1092,10.075039,9.368855,10.170277,10.145736,5.6657343,3.749504,10.982101,10.921585,6.1897006,5.8712726,6.0563154,5.207845,6.2255197,9.423676
1099,10.485692,9.654507,10.028052,9.974384,6.003393,5.3789754,10.886365,10.795848,6.000672,3.0204248,6.1422524,5.312713,6.1004734,9.429154
1103,11.381982,11.115273,10.855413,10.9276705,5.5740533,4.229749,11.525346,11.59224,6.906154,5.382199,6.168145,4.7570324,6.664839,9.431161
1107,10.495189,10.110799,10.249913,10.098302,5.785055,1.4586151,10.89112,10.702586,6.05397,4.707727,6.3362947,5.5782194,6.547213,9.433084
1110,10.286642,10.06499,9.625895,9.511814,5.798183,4.8751974,9.88162,9.759074,6.1942015,5.6705704,5.7304244,3.8877304,6.709891,9.43612
1116,10.251278,9.808331,9.563789,9.518604,5.9102545,5.0820255,10.405354,10.309159,6.2312684,5.765818,6.2880445,5.4044776,6.4887557,9.44177
1119,10.980028,10.725899,10.578812,10.698413,5.957391,4.2195077,11.3676405,11.474333,6.129268,3.5945687,6.259964,3.5438535,6.677377,9.445175
1122,10.491143,10.017589,9.783921,9.733885,5.918087,4.5890408,10.434757,10.3264,6.085865,5.286245,6.147613,5.3092575,6.4579725,9.446519
1126,11.187991,10.882839,10.486839,10.5031805,6.244943,5.5101976,11.192043,11.182163,5.9330406,4.1415462,6.428267,5.838896,6.626339,9.448175
1138,10.571412,9.85561,9.898078,9.743706,5.8960543,1.9021075,10.725232,10.5323305,6.254982,3.9608133,6.2061725,5.740757,6.2157645,9.455245
1141,10.608531,10.180036,10.299017,10.1026745,5.9306526,0.0,10.74274,10.585965,6.3685303,0.47000363,6.35437,5.3594127,6.503126,9.458839
1143,10.575656,10.145528,9.915816,9.778984,5.575191,3.4843123,10.352644,10.206632,6.934884,6.055378,6.281519,3.8177123,6.501368,9.459308
1154,10.949802,10.7477,10.313429,10.288498,5.663655,4.259859,10.87377,10.813557,5.799093,1.4350845,6.181258,5.6832395,6.7294693,9.47547
1158,11.179883,10.766542,10.537357,10.455823,5.8081427,4.119037,11.228551,11.196819,6.329721,5.586499,6.3700724,5.6549425,6.5181413,9.480368
1165,10.103674,9.468349,9.914299,9.896629,5.8636312,4.721174,10.395231,10.271939,5.957132,4.52396,5.7911825,2.6100698,6.296133,9.483417
1168,10.329739,9.55405,9.969135,9.922736,6.0442944,4.99586,10.627195,10.53325,6.962717,6.029964,6.353326,5.12158,6.1559334,9.485469
1170,10.5274105,10.072973,10.128996,10.08468,5.6845994,4.3579903,10.680569,10.569905,6.405559,4.9883895,5.719656,5.086979,6.4771433,9.487139
1175,9.940572,9.30947,9.994032,9.797121,5.7592173,5.273,10.546396,10.420217,6.153371,5.8582187,5.6433244,3.8286414,6.30049,9.492582
1179,10.515747,10.132808,10.10094,10.036973,5.469325,4.591071,10.883882,10.784203,5.9221144,5.2380366,6.060291,5.1676393,6.5486026,9.494466
1180,10.379749,9.899735,9.945665,9.776978,5.8729625,4.760463,10.449416,10.336364,5.82275,0.1823216,6.062855,4.7282724,6.4514556,9.49552
1187,10.262333,10.02148,10.021129,9.9407835,5.5510197,4.9308705,10.637107,10.512193,5.9522038,3.9396381,6.5523653,5.6240177,6.690662,9.500619
1188,10.605257,10.0976715,10.179406,10.1276865,5.9378,5.653541,10.850634,10.807108,6.247656,5.3858705,5.8754926,0.6931472,6.4239087,9.500769
1199,10.579063,10.17955,10.056727,9.900117,6.004874,4.203199,10.719266,10.611807,6.1493225,5.329816,6.3741727,5.4548936,6.53214,9.510816
1200,10.560614,10.250783,10.170372,10.145182,6.0390635,5.1480756,11.011943,10.956198,5.9031796,2.5726123,6.1041236,5.0119677,6.6216373,9.511851
1211,10.753211,10.315031,9.919853,9.8186865,6.213608,5.9140434,10.657674,10.553714,6.4088583,5.165357,5.3062854,4.191169,6.493364,9.519515
1215,10.081328,9.643894,9.856511,9.686538,5.6705704,4.3054156,10.562468,10.445439,5.9755893,3.6480575,5.919431,2.9652731,6.494215,9.524567
1225,10.628383,9.952764,10.321524,10.254521,5.9245234,5.091908,10.925649,10.855104,5.990714,1.7749524,5.953503,1.7404661,6.2558985,9.540292
1234,10.393869,9.960576,10.073859,10.008505,5.6164074,5.1561775,10.879722,10.778271,6.3126416,4.2121277,6.040493,4.099332,6.4982643,9.546455
1235,10.998626,10.690469,10.157145,10.116019,5.8353953,5.4441476,11.032425,10.991134,5.771441,4.7899885,6.7259936,5.617498,6.623445,9.546598
1236,10.273767,9.59758,10.052705,9.8073015,5.6794896,2.9014215,10.652859,10.516086,6.064947,3.7612002,6.4238963,5.2105784,6.2553406,9.547598
1237,9.876528,8.853994,9.694413,9.459097,5.8496127,4.587006,10.235593,10.073581,5.3112335,4.255613,5.515443,4.082609,5.9090295,9.547598
1238,10.587211,10.001304,9.749345,9.707624,6.0241737,4.9938283,9.716164,9.573914,6.137295,4.016383,6.262064,5.5097933,6.3455763,9.547669
1240,10.755376,10.278782,10.088264,9.989743,5.93648,4.7484045,10.713368,10.640482,6.0940213,5.123964,6.19093,4.4018292,6.4548764,9.547955
1242,10.215912,9.770681,9.772011,9.628689,5.8810916,4.9870253,10.57619,10.493444,5.652489,4.7440624,5.997198,3.9454577,6.4864464,9.549025
1247,10.863678,10.545707,10.098968,10.053527,6.0806193,4.956531,10.762956,10.69674,6.6608315,6.3168035,6.0787883,4.310799,6.6135516,9.551587
1253,10.087299,9.458832,9.674697,9.586088,5.8513403,4.286341,10.35548,10.258003,6.5617375,5.4756265,5.5736737,2.2823825,6.303092,9.5586
1263,10.696516,10.292285,10.459746,10.387832,6.3619933,6.080391,10.948368,10.8655815,6.150603,5.4209776,6.3275795,5.2621717,6.527256,9.569133
1268,10.3384075,9.522388,8.7736635,8.79036,6.1125755,5.3087626,8.3259115,8.194395,5.787511,5.007965,6.2532516,5.2892766,6.1154265,9.573732
1276,10.035704,9.677741,9.526311,9.53072,5.609838,5.076423,10.091621,10.030416,6.438711,6.188264,6.3329244,4.091006,6.5736194,9.577965
1278,10.231647,9.761469,9.704213,9.638649,5.9414864,5.31861,10.254451,10.133042,5.894678,3.0864866,5.9205055,4.740575,6.461295,9.579902
1281,10.735111,10.14685,10.313655,10.179008,6.0785594,5.0943637,10.833642,10.773958,5.9821715,4.355426,6.631343,4.8941016,6.343293,9.583558
1287,10.749767,10.53745,9.793282,9.869786,5.5451775,3.5918176,9.955553,9.855352,6.216606,5.8636312,6.724553,5.4350314,6.7192016,9.587886
1288,10.647364,9.932842,10.212655,10.070882,5.1113853,3.3638415,10.796438,10.672976,6.48173,5.460861,6.0354815,4.691348,6.216972,9.5879545
1293,10.295608,9.871026,9.815066,9.791477,5.68392,4.7933083,10.68281,10.524975,6.221981,6.05772,6.6959224,5.1800966,6.506958,9.59124
1297,10.673304,10.237285,10.191479,10.04802,6.074196,3.8416004,10.85755,10.75277,6.182498,4.94307,6.4119825,5.630853,6.495524,9.594514
1311,10.375361,9.771538,10.011745,9.853304,6.2687173,5.8833222,10.507872,10.319721,5.819786,4.3719764,5.6436787,3.2580965,6.32773,9.602247
1313,9.42412,6.661599,9.052106,8.1282015,5.4411182,3.2884018,9.020426,8.001556,5.523459,3.6763008,5.5122185,3.8110971,4.169173,9.602788
1329,10.43734,10.064551,9.614091,9.6642275,5.5664344,5.279644,10.339016,10.247453,5.861071,5.243333,6.138375,5.213848,6.5588236,9.621854
1361,10.438433,9.999311,10.33778,10.287382,6.193793,5.2412176,11.076636,11.035841,6.6787195,5.9522038,6.480658,5.270946,6.4924273,9.646011
1369,10.767598,10.256441,10.126463,10.063065,5.982676,3.9608133,11.006155,10.923,6.1999006,3.5322256,6.0705066,4.904534,6.420344,9.652652
1374,10.500953,9.586631,9.776194,9.629229,5.443283,0.64185387,10.50882,10.375052,6.3250756,4.769837,6.088591,4.8202815,6.01727,9.657907
1380,10.142331,9.527644,9.032815,9.032863,5.492238,3.3978584,10.212096,10.097536,6.2464943,4.886583,5.8653345,1.2527629,6.316876,9.664278
1381,10.411521,9.86279,9.901997,9.911698,5.717685,4.68675,10.655092,10.569056,6.043345,1.0296195,6.3346996,4.5368915,6.3827324,9.664405
1384,10.751934,10.401973,9.64691,9.581525,6.3277583,1.0296195,9.837385,9.750447,6.3987613,4.405499,6.256709,4.6220274,6.5815167,9.668777
1398,10.441722,9.546756,9.732243,9.598524,5.591733,3.063391,10.496947,10.344246,6.330968,5.4756265,6.6441803,5.975843,6.036596,9.676901
1399,10.348568,9.861639,9.770265,9.825877,5.9804034,5.2522736,10.569926,10.493158,6.2520967,6.0359597,6.548506,5.9501214,6.444639,9.677089
1402,11.024046,10.825297,10.502837,10.91295,5.9319797,5.3720326,11.00795,11.490162,6.2302847,5.901266,6.5066805,5.6465063,6.7327633,9.678593
1405,10.584732,10.08214,8.032002,7.953459,5.44458,3.2846637,8.8401165,8.600523,5.9874563,4.923624,6.043345,3.0864866,6.429045,9.679406
1408,10.695665,10.467946,10.007086,9.924368,5.809343,4.8721395,10.605396,10.525104,5.918087,4.5559797,6.120737,5.463408,6.7038317,9.681593
1409,10.761072,10.064024,10.582539,10.354586,5.4354672,3.7909846,11.131978,10.93303,6.399925,4.434382,6.430848,4.9207106,6.2345204,9.681781
1419,10.27205,9.8139515,9.730763,9.728259,5.8576474,5.080783,10.569721,10.445042,6.4264884,5.7471614,5.82659,3.218876,6.4734054,9.68614
1422,10.552991,10.28891,10.202395,10.140333,5.9338355,5.5341797,10.754805,10.66484,6.2257457,4.4693503,5.8695793,4.2121277,6.667483,9.687196
1430,10.473942,10.121691,9.909514,9.870831,5.2449164,4.114147,10.544489,10.404378,6.1357813,5.4747887,6.341241,5.7500296,6.579342,9.692149
1432,10.371905,9.566931,10.644811,10.494486,5.9991846,4.8194747,11.1741,10.964417,6.1694016,5.9615207,6.009059,1.6486586,6.1266274,9.693445
1435,10.804807,10.566449,10.099416,10.010475,5.7611074,4.028917,10.52759,10.458364,5.954282,4.1651134,5.586874,2.76001,6.6931186,9.695663
1441,10.625266,9.808456,9.997948,9.887734,5.290789,3.4904284,10.643396,10.52633,5.7595325,3.508556,5.9831805,5.2750487,6.114657,9.698981
1443,10.3714485,9.655757,9.909838,9.783983,5.6643486,3.749504,10.724252,10.595371,5.9894624,3.7400477,6.652863,5.085124,6.2159643,9.700269
1448,10.75208,10.549404,10.398954,10.389592,5.8985267,3.4995332,11.1018095,11.079747,6.4005895,5.2740245,6.238129,5.658785,6.72893,9.7039385
1456,10.171635,9.737191,9.892558,9.74171,6.1229315,5.5266476,10.631176,10.446027,5.9558372,3.4242628,5.8510523,5.23591,6.4972343,9.713537
1463,10.527279,9.982793,9.677571,9.601186,5.745564,4.6259527,10.094463,10.013892,6.150176,5.0205855,6.1052394,3.3178158,6.3871856,9.718122
1466,10.617645,10.140179,10.244244,10.180111,6.079933,4.7638817,10.937709,10.861388,5.9952073,0.47000363,5.6886687,4.9221683,6.4540377,9.718783
1493,10.643819,10.239913,9.9150505,9.766373,6.2338223,4.801559,10.679407,10.578519,6.653508,5.9388547,5.6615705,4.6061697,6.527669,9.738672
1495,9.125872,5.1561775,9.62984,8.653541,4.8504667,0.26236424,9.699699,8.748923,5.7905717,4.638605,5.790266,4.462454,2.9595451,9.73873
1496,10.588643,10.078063,10.224494,10.054809,5.9263926,5.5846233,10.711188,10.608163,5.958166,5.2475505,6.3545437,4.2165623,6.420919,9.738967
1505,10.475876,10.184338,9.856034,9.790134,5.593223,4.5890408,10.722335,10.622734,5.7271733,3.9039907,6.5192947,5.2475505,6.6399837,9.746307
1507,10.219195,9.603591,9.672703,9.727013,5.7077746,2.3702438,10.357095,10.238992,6.066804,4.473922,6.2854395,4.5368915,6.3158283,9.748411
1508,10.453299,10.023224,10.388288,10.406007,6.0302043,4.730039,11.103576,11.0471115,6.238129,5.3752785,6.094247,4.9221683,6.50147,9.748703
1513,10.282129,9.900202,9.698307,9.502114,5.548687,3.4045253,10.334321,10.21573,5.863063,4.703204,6.3550653,5.771753,6.549705,9.750045
1514,10.025573,9.3368845,9.644017,9.633633,5.6845994,5.538908,9.693335,9.583241,5.9448967,4.1713057,6.126869,5.049856,6.2429614,9.750802
1515,10.487528,9.820687,9.644859,9.622225,6.1552825,5.36831,10.534852,10.450446,6.2828274,2.8273137,5.4510384,4.079231,6.264659,9.751792
1521,10.341997,9.629754,9.815449,9.603341,5.7862835,2.014903,10.279239,10.142772,5.951944,5.1806593,5.395444,3.9759364,6.2194705,9.757768
1527,10.263059,9.731245,9.082666,8.988721,5.813832,3.5174978,9.075768,8.944459,5.4129844,2.580217,6.050441,3.5115454,6.3998485,9.7660055
1534,10.513666,10.15737,9.352395,9.242895,5.725218,2.8903718,8.911153,8.784208,5.524257,3.8795,5.6178613,4.26268,6.575336,9.769442
1552,11.132963,10.686836,10.589665,10.627852,5.2688885,3.9531648,11.2661085,11.259126,6.1605744,5.2332454,6.198885,5.2089396,6.4854074,9.780302
1563,10.320173,9.719895,9.667094,9.575504,5.5012584,4.3399014,10.469222,10.352504,5.8712726,3.6609943,5.965121,5.523459,6.3312464,9.78476
1582,11.40017,11.047903,10.98172,10.981605,6.1806374,5.586499,11.7127285,11.664605,6.035242,4.772378,5.626181,4.792479,6.5792055,9.79846
1583,10.609365,10.231456,9.95598,9.939979,5.2332454,3.8022082,10.489223,10.396933,5.621125,4.1972017,5.852777,3.7681527,6.5535417,9.799682
1585,10.134607,9.754477,9.727251,9.653615,5.6326447,2.8791983,10.441938,10.337819,5.9072676,4.845761,6.178981,5.054333,6.5513086,9.8016205
1586,10.485253,9.321676,8.965271,9.061631,5.9448967,5.0875964,8.539679,8.3763895,5.636574,4.354141,6.1493225,4.642466,5.7680974,9.802064
1589,9.97532,9.2906475,9.626469,9.354267,5.519459,3.3322046,10.1420355,9.951825,5.972791,4.2541933,5.7330174,4.8243055,6.246851,9.8059845
1590,10.534397,10.238383,10.072504,9.999543,5.1879444,3.7909846,10.713146,10.583854,6.022963,5.0676455,6.0019097,5.2857385,6.6354895,9.806867
1591,11.010939,10.62672,10.631207,10.716183,5.8653345,4.9323134,11.410676,11.475785,5.930121,5.4705887,5.4218616,3.6163087,6.5473256,9.807252
1592,10.23273,9.95781,9.6713915,9.650155,5.406723,3.9160151,10.452906,10.38478,6.2544055,5.1968384,6.2696643,4.15104,6.6567545,9.807747
1594,10.617927,10.477516,9.882647,9.842601,5.4231863,4.1271343,10.29776,10.219039,6.1461153,5.3259325,5.842094,4.9677277,6.791162,9.8081875
1595,10.410341,9.964672,9.952216,9.915238,5.7525725,2.3608541,10.864577,10.782622,5.929855,4.6718936,5.9346294,5.047931,6.48582,9.808297
1597,10.127335,9.872595,9.734518,9.612948,5.7017803,4.200205,10.455912,10.322968,5.46806,3.3357697,6.5217986,5.612763,6.6767654,9.809341
1603,10.858222,10.63625,10.214796,10.131312,5.855072,3.254243,10.888101,10.820052,6.135132,5.288772,5.3995194,4.5890408,6.7096243,9.813672
1610,10.904177,10.484512,10.436581,10.452548,5.3038025,4.237001,10.890719,10.793305,6.706373,6.291569,6.2743855,5.309752,6.5118537,9.82054
1611,10.249167,9.689044,9.904297,9.785998,5.8927484,5.1532917,10.652304,10.5237875,6.472501,4.8948503,6.0176196,5.3442464,6.3714356,9.823794
1616,10.251507,9.9461355,9.592312,9.668284,5.8661847,4.546481,10.182936,10.104893,6.439191,5.925859,6.3507113,1.9021075,6.626264,9.8272
1619,10.556755,10.1048765,10.17074,10.188407,5.8707085,4.278054,11.063502,11.029584,6.6055684,5.0517774,6.1454725,3.068053,6.479682,9.829626
1640,10.398696,10.01114,10.075717,9.979615,5.878576,4.9308705,10.710487,10.583033,6.235978,4.7361984,6.002157,3.4995332,6.543931,9.845488
1645,10.382572,9.88983,10.326881,10.242816,5.7163696,-inf,10.888455,10.811883,5.819786,4.450853,5.824524,4.15104,6.438815,9.849665
1651,10.128721,9.499549,9.883846,9.808231,6.1281786,5.663655,10.664924,10.578755,6.315358,5.243861,6.0302043,4.122284,6.3024187,9.85251
1654,10.794608,10.36691,10.438099,10.365201,5.4557486,4.6220274,10.947551,10.89753,6.19093,4.1415462,6.1874423,4.3121405,6.503877,9.853825
1656,10.547208,10.108243,9.95361,9.855164,5.603225,3.7819145,10.588146,10.477972,5.9768586,4.7256165,6.3955956,5.553347,6.4926705,9.854875
1664,10.310668,9.890174,9.627319,9.690195,6.1052394,3.9512436,10.247049,10.176343,6.372466,5.676754,6.385026,3.6109178,6.5110693,9.860737
1666,10.403866,9.961473,9.754083,9.715126,6.0865474,4.4601445,9.781648,9.669169,6.296741,5.682559,6.317345,3.4843123,6.489167,9.861571
1667,10.676919,10.20879,9.995346,9.869217,5.9001713,4.642466,10.626188,10.529544,6.097175,4.036009,6.29268,5.364573,6.4635153,9.862353
1668,10.773053,10.039425,10.223645,10.101613,5.362231,3.983413,10.954207,10.875655,6.104793,4.7122293,5.8081427,4.2972856,6.197928,9.863446
1672,10.502609,10.038582,10.172017,10.156947,6.181258,4.8072944,10.937976,10.8992195,6.0080757,4.1319613,6.0019097,4.667206,6.4674926,9.866564
1673,10.399415,10.008078,9.851278,9.816878,5.4756265,4.660605,10.381444,10.261288,5.9069953,4.5622625,5.583496,4.463607,6.540142,9.866876
1678,10.7493305,10.277283,10.296401,10.182508,5.7733088,5.4667935,10.855649,10.753264,6.4925427,5.769258,5.6781225,3.1045866,6.459543,9.867808
1688,10.60294,10.28875,10.308593,10.415317,5.903453,5.178407,10.9327,10.917057,6.06332,4.768988,6.161207,5.159055,6.617389,9.879041
1694,10.291203,9.545576,9.16371,9.072916,5.9279923,4.1075897,9.994561,9.878098,5.742041,3.6296601,5.977619,5.054333,6.185802,9.883183
1707,10.645048,10.067179,10.2218,10.102027,4.9753537,1.7578579,10.858676,10.737631,6.214808,5.3423343,6.280957,5.528238,6.353585,9.895254
1719,10.822237,10.517278,9.917189,9.825336,5.694069,4.5559797,9.982848,9.854361,6.1935887,2.442347,6.162894,5.5770845,6.626563,9.904837
1729,10.177792,9.628116,9.670812,9.563339,5.5954547,0.47000363,10.512588,10.423744,6.06332,5.0657544,5.8715544,5.2165647,6.381788,9.910016
1733,10.691135,10.293606,9.892877,9.73014,5.781052,3.914021,10.500113,10.380421,6.135998,5.1167955,5.864483,5.1161957,6.5340214,9.912051
1740,10.661143,9.963368,9.921435,9.782512,5.9059067,5.1416636,10.533362,10.390741,6.066804,5.6781225,6.107023,4.560173,6.23372,9.919509
1742,10.010048,9.740327,9.789961,9.682454,5.8729625,3.5496173,10.493832,10.385781,6.5480757,6.201928,5.6822186,5.106551,6.6617565,9.921622
1754,11.45025,11.257195,11.1508,11.178636,6.24339,5.5529594,11.758238,11.660521,5.4245095,4.1125116,5.769882,3.0301337,6.738461,9.92974
1756,10.81567,10.4683695,10.328261,10.224588,6.071892,5.3692417,11.06378,11.006913,5.5318074,4.2165623,5.819786,4.808927,6.584209,9.932075
1765,10.654753,10.712614,9.913106,10.544259,6.302985,5.9957056,10.469863,11.024623,6.1364303,5.3775907,6.0256243,4.9607444,6.989351,9.936439
1768,10.564535,10.000124,9.938512,9.8755045,5.3918076,4.1271343,10.266567,10.179721,5.733665,4.0656023,6.129486,4.3294168,6.367039,9.938855
1771,10.821117,10.407116,10.365213,10.397406,6.439989,5.922918,10.965607,10.976606,6.297293,5.704116,6.736492,3.8999505,6.5175214,9.93953
1784,11.000572,10.653301,10.538075,10.496522,6.0593567,3.852273,11.09522,11.063069,6.4332614,3.6963515,5.5463486,2.8449094,6.58426,9.94827
1791,10.670893,9.943174,9.533214,9.473704,6.074196,4.788325,10.1972275,10.092346,6.4680095,5.969219,5.694069,4.4236484,6.2038226,9.952896
